"ein","org_name","ntee_program","num_programs","is_501c3","day_of_week","date_mdy","date_dmy","month_abbr","month_ym","hour_ampm","event_ts","rule_year","age_years"
"434893387","Organization X 937","Health",7,TRUE,"SUN","11-25-2018","25-11-18","NOV","2018-11","11:29pm","2018-11-25 11:32:20 MST",1981,45
"795741206","Organization N 160","Education",7,TRUE,"TUE","03-03-2015","03-03-15","MAR","2015-03","2:48pm","2015-03-03 01:43:26 MST",1974,52
"308341468","Organization C 565","Health",11,TRUE,"MON","07-16-2018","16-07-18","JUL","2018-07","1:24pm","2018-07-16 15:26:01 MST",2010,16
"747666913","Organization B 252","Environment",6,FALSE,"TUE","11-06-2018","06-11-18","NOV","2018-11","7:09am","2018-11-06 11:04:53 MST",1979,47
"246984985","Organization V 72","Health",4,TRUE,"WED","02-21-2018","21-02-18","FEB","2018-02","6:29am","2018-02-21 01:32:48 MST",1978,48
"891718895","Organization W 955","Environment",12,TRUE,"FRI","12-22-2017","22-12-17","DEC","2017-12","2:26pm","2017-12-22 04:50:01 MST",1970,56
"849572041","Organization C 533","Health",9,TRUE,"THU","07-14-2016","14-07-16","JUL","2016-07","5:18pm","2016-07-14 05:38:32 MST",1998,28
"409243680","Organization C 713","Arts",7,TRUE,"TUE","07-26-2016","26-07-16","JUL","2016-07","1:41am","2016-07-26 14:05:42 MST",1970,56
"425897726","Organization R 852","Health",3,TRUE,"THU","06-23-2016","23-06-16","JUN","2016-06","9:08pm","2016-06-23 21:27:02 MST",2005,21
"254142108","Organization E 854","Environment",5,FALSE,"FRI","01-02-2015","02-01-15","JAN","2015-01","7:21am","2015-01-02 11:02:24 MST",1957,69
"736523314","Organization V 903","Health",11,TRUE,"TUE","11-01-2016","01-11-16","NOV","2016-11","2:26am","2016-11-01 02:05:55 MST",2010,16
"500332741","Organization Y 968","Education",4,TRUE,"SAT","02-24-2018","24-02-18","FEB","2018-02","12:07am","2018-02-24 08:23:12 MST",1986,40
"439262121","Organization S 2","Health",7,TRUE,"WED","05-16-2018","16-05-18","MAY","2018-05","4:18am","2018-05-16 11:51:25 MST",1975,51
"556046169","Organization R 952","Environment",7,TRUE,"THU","02-09-2017","09-02-17","FEB","2017-02","7:06am","2017-02-09 20:45:46 MST",1993,33
"851892986","Organization V 886","Arts",7,TRUE,"TUE","01-10-2017","10-01-17","JAN","2017-01","10:25am","2017-01-10 11:36:51 MST",1957,69
"440521601","Organization J 681","Human Services",7,TRUE,"SAT","09-26-2015","26-09-15","SEP","2015-09","3:54am","2015-09-26 08:27:05 MST",1964,62
"206271482","Organization P 472","Environment",5,TRUE,"WED","11-01-2017","01-11-17","NOV","2017-11","7:15pm","2017-11-01 08:42:25 MST",1975,51
"240603802","Organization Q 23","Arts",8,TRUE,"MON","12-05-2016","05-12-16","DEC","2016-12","5:07am","2016-12-05 22:33:01 MST",1996,30
"374807363","Organization N 807","Human Services",4,TRUE,"MON","10-31-2016","31-10-16","OCT","2016-10","8:22am","2016-10-31 21:32:29 MST",1961,65
"882751033","Organization U 934","Arts",8,TRUE,"SAT","03-19-2016","19-03-16","MAR","2016-03","6:20pm","2016-03-19 01:26:30 MST",1973,53
"484988673","Organization T 631","Education",6,FALSE,"MON","11-07-2016","07-11-16","NOV","2016-11","5:59am","2016-11-07 20:40:35 MST",1983,43
"807057810","Organization B 478","Health",8,TRUE,"SUN","05-06-2018","06-05-18","MAY","2018-05","5:15am","2018-05-06 11:56:33 MST",1999,27
"555701403","Organization C 330","Human Services",3,TRUE,"FRI","06-30-2017","30-06-17","JUN","2017-06","2:30pm","2017-06-30 01:16:17 MST",1996,30
"383372159","Organization V 444","Education",5,TRUE,"MON","10-30-2017","30-10-17","OCT","2017-10","9:52am","2017-10-30 17:15:51 MST",2009,17
"530125616","Organization Z 65","Health",9,TRUE,"THU","08-24-2017","24-08-17","AUG","2017-08","3:28am","2017-08-24 22:39:36 MST",2000,26
"410405211","Organization V 249","Education",10,TRUE,"MON","07-02-2018","02-07-18","JUL","2018-07","3:42pm","2018-07-02 15:31:34 MST",1978,48
"155704899","Organization Y 659","Human Services",7,TRUE,"WED","05-09-2018","09-05-18","MAY","2018-05","9:56pm","2018-05-09 13:07:57 MST",1983,43
"782217823","Organization O 266","Arts",5,FALSE,"SAT","04-29-2017","29-04-17","APR","2017-04","11:26pm","2017-04-29 10:27:59 MST",2010,16
"171951649","Organization N 616","Education",8,TRUE,"TUE","06-30-2015","30-06-15","JUN","2015-06","11:09am","2015-06-30 22:00:56 MST",1984,42
"683201811","Organization J 528","Education",7,FALSE,"FRI","01-20-2017","20-01-17","JAN","2017-01","7:19am","2017-01-20 04:24:47 MST",1997,29
"688464066","Organization Z 798","Health",10,TRUE,"TUE","07-31-2018","31-07-18","JUL","2018-07","10:17pm","2018-07-31 01:12:53 MST",1999,27
"216546033","Organization C 465","Education",12,TRUE,"THU","04-07-2016","07-04-16","APR","2016-04","1:15pm","2016-04-07 18:27:00 MST",1989,37
"239283278","Organization S 348","Education",7,TRUE,"SAT","08-27-2016","27-08-16","AUG","2016-08","2:07pm","2016-08-27 04:45:00 MST",1996,30
"113200319","Organization F 58","Health",10,FALSE,"WED","08-29-2018","29-08-18","AUG","2018-08","4:20am","2018-08-29 07:54:27 MST",2005,21
"897242177","Organization H 708","Human Services",8,TRUE,"WED","03-25-2015","25-03-15","MAR","2015-03","1:36am","2015-03-25 02:04:29 MST",1988,38
"123933062","Organization A 74","Environment",8,TRUE,"MON","09-11-2017","11-09-17","SEP","2017-09","10:22am","2017-09-11 20:07:57 MST",1993,33
"407211363","Organization D 847","Arts",8,TRUE,"FRI","04-08-2016","08-04-16","APR","2016-04","12:57pm","2016-04-08 16:22:07 MST",2006,20
"686807162","Organization A 962","Health",4,FALSE,"SUN","09-10-2017","10-09-17","SEP","2017-09","8:49pm","2017-09-10 21:39:20 MST",1975,51
"151775857","Organization M 371","Environment",7,TRUE,"THU","08-13-2015","13-08-15","AUG","2015-08","8:46pm","2015-08-13 20:24:56 MST",2007,19
"559854092","Organization B 776","Environment",4,FALSE,"TUE","01-30-2018","30-01-18","JAN","2018-01","6:01pm","2018-01-30 01:10:26 MST",1997,29
"844499217","Organization G 690","Human Services",8,TRUE,"SAT","06-20-2015","20-06-15","JUN","2015-06","6:54am","2015-06-20 10:00:45 MST",2012,14
"671525603","Organization O 697","Health",3,FALSE,"TUE","05-03-2016","03-05-16","MAY","2016-05","3:32pm","2016-05-03 17:27:56 MST",1997,29
"872515110","Organization T 400","Arts",10,FALSE,"MON","07-10-2017","10-07-17","JUL","2017-07","10:27pm","2017-07-10 11:57:01 MST",1980,46
"362539405","Organization E 464","Education",10,FALSE,"THU","11-24-2016","24-11-16","NOV","2016-11","1:30pm","2016-11-24 22:34:17 MST",1987,39
"705040684","Organization W 621","Human Services",10,FALSE,"THU","10-19-2017","19-10-17","OCT","2017-10","10:27pm","2017-10-19 00:21:35 MST",2007,19
"162534492","Organization E 627","Environment",7,TRUE,"SAT","12-15-2018","15-12-18","DEC","2018-12","7:41pm","2018-12-15 15:43:56 MST",1960,66
"853395056","Organization T 292","Health",4,TRUE,"TUE","05-15-2018","15-05-18","MAY","2018-05","9:53pm","2018-05-15 02:42:03 MST",2012,14
"366430783","Organization A 158","Health",5,TRUE,"SAT","01-13-2018","13-01-18","JAN","2018-01","8:08am","2018-01-13 18:14:06 MST",1977,49
"360337219","Organization L 341","Environment",5,TRUE,"TUE","06-02-2015","02-06-15","JUN","2015-06","2:32am","2015-06-02 10:34:37 MST",1996,30
"450698748","Organization N 388","Health",2,FALSE,"FRI","08-18-2017","18-08-17","AUG","2017-08","4:16am","2017-08-18 21:29:28 MST",1995,31
"628907678","Organization M 389","Arts",2,TRUE,"FRI","08-28-2015","28-08-15","AUG","2015-08","4:44pm","2015-08-28 13:40:56 MST",2014,12
"184346766","Organization D 396","Arts",10,TRUE,"WED","02-18-2015","18-02-15","FEB","2015-02","8:05am","2015-02-18 05:56:45 MST",1998,28
"832615445","Organization G 59","Human Services",4,TRUE,"THU","03-08-2018","08-03-18","MAR","2018-03","1:11am","2018-03-08 00:45:14 MST",2014,12
"195667274","Organization T 540","Health",8,TRUE,"FRI","06-05-2015","05-06-15","JUN","2015-06","10:18am","2015-06-05 04:32:37 MST",1999,27
"250924020","Organization M 269","Human Services",1,TRUE,"THU","10-01-2015","01-10-15","OCT","2015-10","5:32pm","2015-10-01 23:33:24 MST",1972,54
"226970795","Organization O 309","Education",10,TRUE,"SUN","06-03-2018","03-06-18","JUN","2018-06","1:10am","2018-06-03 19:21:15 MST",2001,25
"441298230","Organization R 118","Environment",5,TRUE,"TUE","01-31-2017","31-01-17","JAN","2017-01","1:27pm","2017-01-31 13:00:27 MST",1975,51
"868744706","Organization O 130","Environment",11,FALSE,"FRI","06-19-2015","19-06-15","JUN","2015-06","10:26am","2015-06-19 18:39:36 MST",1987,39
"572424550","Organization H 302","Education",1,TRUE,"MON","10-19-2015","19-10-15","OCT","2015-10","4:59am","2015-10-19 07:42:54 MST",1965,61
"668057306","Organization B 843","Education",1,TRUE,"THU","05-28-2015","28-05-15","MAY","2015-05","9:15am","2015-05-28 06:01:37 MST",1994,32
"831568321","Organization Y 959","Education",4,TRUE,"MON","12-19-2016","19-12-16","DEC","2016-12","6:13am","2016-12-19 11:46:06 MST",1999,27
"162697157","Organization E 639","Human Services",3,FALSE,"WED","07-08-2015","08-07-15","JUL","2015-07","3:50am","2015-07-08 11:17:51 MST",1968,58
"644471258","Organization O 75","Arts",10,TRUE,"SAT","02-10-2018","10-02-18","FEB","2018-02","9:52pm","2018-02-10 07:54:18 MST",1956,70
"735259627","Organization S 833","Environment",8,TRUE,"THU","11-16-2017","16-11-17","NOV","2017-11","8:22am","2017-11-16 05:05:20 MST",1992,34
"356165500","Organization N 94","Environment",5,TRUE,"SUN","08-28-2016","28-08-16","AUG","2016-08","12:36am","2016-08-28 06:14:16 MST",1999,27
"420769683","Organization R 319","Arts",4,TRUE,"THU","10-06-2016","06-10-16","OCT","2016-10","7:39am","2016-10-06 12:36:38 MST",1989,37
"132536339","Organization M 782","Human Services",6,TRUE,"SUN","01-14-2018","14-01-18","JAN","2018-01","9:52am","2018-01-14 09:22:26 MST",1982,44
"855095065","Organization R 949","Health",6,TRUE,"MON","09-07-2015","07-09-15","SEP","2015-09","8:18pm","2015-09-07 12:27:10 MST",1999,27
"246952063","Organization Z 152","Arts",7,FALSE,"THU","06-18-2015","18-06-15","JUN","2015-06","3:47pm","2015-06-18 17:00:47 MST",1970,56
"669088143","Organization E 405","Education",8,TRUE,"SUN","06-25-2017","25-06-17","JUN","2017-06","4:43pm","2017-06-25 02:09:58 MST",2005,21
"388998908","Organization N 504","Human Services",6,TRUE,"SUN","01-01-2017","01-01-17","JAN","2017-01","3:46am","2017-01-01 00:26:49 MST",1970,56
"652213331","Organization J 803","Environment",9,TRUE,"SUN","07-03-2016","03-07-16","JUL","2016-07","7:06am","2016-07-03 21:40:24 MST",1999,27
"570347127","Organization H 301","Education",11,TRUE,"WED","10-17-2018","17-10-18","OCT","2018-10","1:32am","2018-10-17 04:54:37 MST",1999,27
"760601158","Organization A 279","Arts",8,TRUE,"FRI","04-01-2016","01-04-16","APR","2016-04","12:23am","2016-04-01 12:00:07 MST",1962,64
"189671721","Organization S 561","Environment",10,TRUE,"FRI","07-07-2017","07-07-17","JUL","2017-07","8:14pm","2017-07-07 12:03:47 MST",2011,15
"753192587","Organization X 567","Arts",8,TRUE,"SAT","04-25-2015","25-04-15","APR","2015-04","5:07am","2015-04-25 02:33:47 MST",2015,11
"743467996","Organization Y 944","Health",9,TRUE,"SUN","01-01-2017","01-01-17","JAN","2017-01","6:05pm","2017-01-01 05:34:22 MST",2009,17
"828298647","Organization U 488","Education",4,FALSE,"MON","05-21-2018","21-05-18","MAY","2018-05","4:42am","2018-05-21 03:17:51 MST",1999,27
"706096653","Organization Y 49","Arts",7,TRUE,"WED","08-08-2018","08-08-18","AUG","2018-08","11:33am","2018-08-08 09:27:49 MST",1992,34
"650857196","Organization O 757","Environment",8,TRUE,"THU","12-20-2018","20-12-18","DEC","2018-12","8:32am","2018-12-20 15:48:18 MST",1992,34
"130282978","Organization K 969","Health",2,TRUE,"TUE","05-22-2018","22-05-18","MAY","2018-05","12:29pm","2018-05-22 17:40:54 MST",1962,64
"378399973","Organization F 20","Environment",12,TRUE,"MON","09-11-2017","11-09-17","SEP","2017-09","12:51am","2017-09-11 11:45:18 MST",2012,14
"777753895","Organization N 760","Health",5,FALSE,"SUN","03-13-2016","13-03-16","MAR","2016-03","12:36am","2016-03-13 08:14:20 MST",1985,41
"382235531","Organization T 215","Health",1,TRUE,"FRI","09-16-2016","16-09-16","SEP","2016-09","9:36am","2016-09-16 23:13:44 MST",1991,35
"113137014","Organization J 407","Environment",7,TRUE,"SAT","06-25-2016","25-06-16","JUN","2016-06","8:42pm","2016-06-25 07:03:26 MST",1977,49
"777002053","Organization W 199","Education",9,TRUE,"TUE","11-29-2016","29-11-16","NOV","2016-11","3:26am","2016-11-29 06:46:38 MST",1995,31
"697678888","Organization T 173","Arts",6,FALSE,"WED","07-05-2017","05-07-17","JUL","2017-07","3:26pm","2017-07-05 18:45:48 MST",1964,62
"373295597","Organization R 665","Arts",6,TRUE,"WED","08-23-2017","23-08-17","AUG","2017-08","10:48pm","2017-08-23 11:10:12 MST",2013,13
"347843392","Organization I 214","Environment",9,FALSE,"FRI","02-02-2018","02-02-18","FEB","2018-02","9:16pm","2018-02-02 17:45:19 MST",2014,12
"155760701","Organization Y 304","Health",6,FALSE,"THU","05-10-2018","10-05-18","MAY","2018-05","7:16am","2018-05-10 16:49:09 MST",2012,14
"483013511","Organization E 295","Health",4,FALSE,"SUN","03-29-2015","29-03-15","MAR","2015-03","11:54pm","2015-03-29 16:23:27 MST",1965,61
"290750534","Organization R 57","Arts",6,TRUE,"THU","10-25-2018","25-10-18","OCT","2018-10","7:25pm","2018-10-25 03:01:29 MST",1981,45
"281083112","Organization V 80","Health",10,TRUE,"TUE","01-26-2016","26-01-16","JAN","2016-01","12:29am","2016-01-26 16:56:39 MST",1977,49
"637833791","Organization C 755","Education",7,TRUE,"TUE","02-02-2016","02-02-16","FEB","2016-02","1:56pm","2016-02-02 00:27:39 MST",1987,39
"545183028","Organization Y 655","Education",8,TRUE,"FRI","09-25-2015","25-09-15","SEP","2015-09","4:56am","2015-09-25 09:59:36 MST",1976,50
"726934712","Organization A 605","Arts",13,TRUE,"WED","03-29-2017","29-03-17","MAR","2017-03","3:26pm","2017-03-29 23:14:44 MST",1969,57
"155493354","Organization V 513","Environment",5,TRUE,"SUN","02-18-2018","18-02-18","FEB","2018-02","11:18pm","2018-02-18 00:45:25 MST",1958,68
"359387097","Organization A 530","Arts",4,TRUE,"FRI","02-06-2015","06-02-15","FEB","2015-02","3:12pm","2015-02-06 01:48:49 MST",2014,12
"524962411","Organization I 958","Environment",10,TRUE,"TUE","12-06-2016","06-12-16","DEC","2016-12","2:17pm","2016-12-06 21:30:25 MST",1993,33
"480150137","Organization Z 505","Arts",2,TRUE,"FRI","06-12-2015","12-06-15","JUN","2015-06","6:09am","2015-06-12 10:59:02 MST",1997,29
"622905024","Organization T 197","Arts",11,FALSE,"WED","12-12-2018","12-12-18","DEC","2018-12","5:02pm","2018-12-12 02:31:25 MST",1964,62
"171814969","Organization G 799","Environment",4,TRUE,"SUN","02-15-2015","15-02-15","FEB","2015-02","9:48am","2015-02-15 16:03:00 MST",1962,64
"717242923","Organization K 820","Education",6,TRUE,"FRI","08-03-2018","03-08-18","AUG","2018-08","2:27am","2018-08-03 09:17:26 MST",1985,41
"346044801","Organization E 10","Environment",12,FALSE,"MON","05-08-2017","08-05-17","MAY","2017-05","1:20pm","2017-05-08 19:39:33 MST",1982,44
"743472194","Organization U 274","Arts",4,TRUE,"WED","05-17-2017","17-05-17","MAY","2017-05","4:09am","2017-05-17 15:35:22 MST",1989,37
"873272826","Organization W 385","Human Services",5,FALSE,"MON","01-11-2016","11-01-16","JAN","2016-01","2:32pm","2016-01-11 23:22:05 MST",1999,27
"181939816","Organization L 526","Education",1,TRUE,"FRI","03-31-2017","31-03-17","MAR","2017-03","5:10pm","2017-03-31 19:39:28 MST",1974,52
"897481779","Organization R 425","Arts",2,TRUE,"WED","10-07-2015","07-10-15","OCT","2015-10","3:12pm","2015-10-07 09:14:56 MST",2009,17
"454520901","Organization T 346","Education",3,TRUE,"SAT","07-22-2017","22-07-17","JUL","2017-07","10:45am","2017-07-22 07:16:32 MST",2010,16
"749688344","Organization Z 386","Environment",8,FALSE,"WED","01-25-2017","25-01-17","JAN","2017-01","8:44pm","2017-01-25 10:21:28 MST",2002,24
"651161796","Organization Q 436","Human Services",2,TRUE,"THU","09-07-2017","07-09-17","SEP","2017-09","9:06am","2017-09-07 22:25:24 MST",1962,64
"797994224","Organization R 829","Health",6,TRUE,"WED","11-28-2018","28-11-18","NOV","2018-11","7:39am","2018-11-28 00:58:51 MST",1986,40
"629988243","Organization A 735","Health",7,TRUE,"THU","12-15-2016","15-12-16","DEC","2016-12","11:35pm","2016-12-15 20:08:40 MST",1957,69
"545121034","Organization W 95","Arts",5,TRUE,"SAT","06-02-2018","02-06-18","JUN","2018-06","10:13am","2018-06-02 19:38:24 MST",1995,31
"422840412","Organization C 70","Education",8,TRUE,"SAT","11-03-2018","03-11-18","NOV","2018-11","7:04pm","2018-11-03 15:58:29 MST",2002,24
"200473631","Organization H 777","Health",7,FALSE,"SAT","07-25-2015","25-07-15","JUL","2015-07","10:56pm","2015-07-25 16:49:24 MST",1965,61
"518707208","Organization L 447","Health",6,FALSE,"WED","10-03-2018","03-10-18","OCT","2018-10","5:19am","2018-10-03 14:04:21 MST",1967,59
"207537802","Organization J 582","Environment",6,TRUE,"SAT","08-27-2016","27-08-16","AUG","2016-08","9:50pm","2016-08-27 11:16:38 MST",1993,33
